BRF,HN,behavior,device,channel,generated,reason
BRF-17442,HN005,Integrar imágenes secundarias en Landing Comercial,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN006,Implementar imagen de contenido en la pantalla Checkout,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN006,Implementar imagen de contenido en la pantalla Checkout,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN006,Implementar imagen de contenido en la pantalla Checkout,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN006,Implementar imagen de contenido en la pantalla Checkout,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN007,Implementar imagen de contenido en la pantalla Ticket,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN007,Implementar imagen de contenido en la pantalla Ticket,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN007,Implementar imagen de contenido en la pantalla Ticket,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN007,Implementar imagen de contenido en la pantalla Ticket,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN008,Implementar imagen en Carrusel Premium,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN009,Habilitar home del add on Sony One,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN010,Habilitar brand header,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN011,Incluir contenido Superdestacado,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN012,Habilitar categorías en la home del add on,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN013,Implementar chapitas,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17442,HN014,Implementar el logo en correo de bienvenida,—,Email,True,Canal Email; 1 TC de canal sin dispositivo OTT/IPTV.
BRF-17620,HN001,Actualizar posición de nueve canales,WEB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,AAF,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Android,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,iOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,tvOS,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Windows/XBOX,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Consolas,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Roku,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Fire TV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17620,HN001,Actualizar posición de nueve canales,Android TV STV,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17603,HN001,Actualizar las URL de Timeshift,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17603,HN002,Actualizar formato de URLs de NPVR,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17603,HN003,Modificar nomenclatura de las URLS de canales — TIMESHIFT,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17603,HN003,Modificar nomenclatura de las URLS de canales — NPVR,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17833,HN001; HN002,Actualizar nombre y logotipo del canal TCS+,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17833,HN003,Actualizar URLs,STB,—,True,1 comportamiento IN_SCOPE ejecutable × 1 dispositivo aplicable.
BRF-17833,HN004,Mantener Funcionalidades de canal,—,—,False,QC_REVIEW / origen no ejecutable; 0 TCs automáticos.
BRF-17833,HN005,Actualizar Resource ID del canal SV+,—,—,False,OUT_OF_SCOPE; 0 TCs.
