ID,BRF,Name,Device,Test Data,Steps,Expected
QC-160,BRF-17928,Realizar baja del canal ABC MIAMI · El Salvador · WEB,WEB,"País: El Salvador
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-161,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Android TV STV,Android TV STV,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-162,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Fire TV,Fire TV,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-163,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Consolas,Consolas,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-164,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Android,Android,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-165,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Windows/XBOX,Windows/XBOX,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-166,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · tvOS,tvOS,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-167,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · iOS,iOS,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-168,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · Roku,Roku,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-169,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · AAF,AAF,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-170,BRF-17928,Realizar baja del canal ABC MIAMI · Guatemala · WEB,WEB,"País: Guatemala
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-171,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Android TV STV,Android TV STV,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-172,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Fire TV,Fire TV,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-173,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Consolas,Consolas,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-174,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Android,Android,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-175,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Windows/XBOX,Windows/XBOX,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-176,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · tvOS,tvOS,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-177,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · iOS,iOS,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-178,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · Roku,Roku,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-179,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · AAF,AAF,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-180,BRF-17928,Realizar baja del canal ABC MIAMI · Honduras · WEB,WEB,"País: Honduras
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-181,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Android TV STV,Android TV STV,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-182,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Fire TV,Fire TV,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-183,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Consolas,Consolas,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-184,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Android,Android,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-185,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Windows/XBOX,Windows/XBOX,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Windows/XBOX
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-186,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · tvOS,tvOS,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: tvOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-187,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · iOS,iOS,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: iOS
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-188,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · Roku,Roku,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Roku
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-189,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · AAF,AAF,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: AAF
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-190,BRF-17928,Realizar baja del canal ABC MIAMI · Nicaragua · WEB,WEB,"País: Nicaragua
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: WEB
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-191,BRF-17928,Realizar baja del canal ABC MIAMI · Costa Rica · Android TV STV,Android TV STV,"País: Costa Rica
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Android TV STV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-192,BRF-17928,Realizar baja del canal ABC MIAMI · Costa Rica · Fire TV,Fire TV,"País: Costa Rica
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Fire TV
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
QC-193,BRF-17928,Realizar baja del canal ABC MIAMI · Costa Rica · Consolas,Consolas,"País: Costa Rica
Canal: ABC MIAMI
Frecuencia: 525
Dispositivo: Consolas
Superficies: Mosaico, Buscador","1. Consultar la grilla de programación.
2. Consultar el mosaico de canales.
3. Buscar ""ABC MIAMI"" en el Buscador.
4. Consultar el carrusel de canales de TV en vivo.
5. Consultar los carruseles de categorías.
6. Verificar la frecuencia 525.","1. ABC MIAMI (525) no se muestra en la grilla de programación.
2. ABC MIAMI (525) no se muestra en el mosaico de canales.
3. ABC MIAMI no aparece como resultado de búsqueda.
4. ABC MIAMI (525) no se muestra en el carrusel de canales de TV en vivo.
5. ABC MIAMI (525) no se muestra en ningún carrusel de categoría.
6. La frecuencia 525 correspondiente a ABC MIAMI no está presente en Claro video."
